Domain,Accessible,url,Status Code,Redirect to another domain,HTML Size,GDPR blocking
msn.com/en-us/news,Yes,http://www.msn.com/en-us/news/,200,No,29647,No
msnbc.com,Yes,https://www.msnbc.com/,200,No,983309,No
mt-peaks.com,Yes,https://mt-peaks.com/,200,No,221616,No
mt-vernon.com,Yes,http://mt-vernon.com/,200,No,272,No
mtairynews.com,Yes,https://www.mtairynews.com/,200,No,332011,No
mtayrnews.com,Yes,https://www.mtayrnews.com/,200,No,75244,No
mtcarmelregister.com,Yes,https://www.hometownregister.com/,451,Yes,4259,Yes
mtdemocrat.com,Yes,https://mtdemocrat.com/,403,No,7907,No
mteagle.com,Yes,http://www.mteagle.com/,200,No,31858,No
mtexpress.com,Yes,https://www.mtexpress.com/,451,No,5235,Yes
mtjulietnews.com,Yes,https://www.lebanondemocrat.com/mtjuliet/,451,Yes,4583,Yes
mtlakenews.com,Yes,https://mtlakenews.com/,200,No,34374,No
mtprogress.net,Yes,http://mtprogress.net/,200,No,27487,No
mtshastanews.com,Yes,https://eu.mtshastanews.com/,200,No,172788,No
mtstandard.com,Yes,https://mtstandard.com/,200,No,538174,No
muleshoejournal.com,Yes,http://muleshoejournal.com/,451,No,4517,Yes
multichannel.com,Yes,https://www.nexttv.com/multichannel-news,200,Yes,694376,No
muncievoice.com,Yes,https://muncievoice.com/,200,No,194585,No
mundohispanico.com,Yes,https://mundonow.com/,200,Yes,174674,No
mundohispanotn.com,No,http://mundohispanotn.com/,,,,
murfreesboropost.com,Yes,https://www.murfreesboropost.com/,451,No,5042,Yes
murraycountynews.net,Yes,http://www.murraycountynews.net/,500,No,67595,No
murrayjournal.com,Yes,https://www.murrayjournal.com/,200,No,14030,No
murrayledger.com,Yes,https://www.murrayledger.com/,451,No,4834,Yes
muscatinejournal.com,Yes,https://muscatinejournal.com/,200,No,521555,No
muskogeephoenix.com,Yes,https://www.muskogeephoenix.com/,451,No,4833,Yes
mv-voice.com,Yes,https://www.mv-voice.com/,200,No,49707,No
mvlsun.com,Yes,https://www.eastcentraliowanews.com/mvlsun/,451,Yes,4590,Yes
mvprogress.com,Yes,https://mvprogress.com/,200,No,373734,No
mvtelegraph.com,Yes,https://mvtelegraph.com/,200,No,179849,No
mvtimes.com,Yes,https://www.mvtimes.com/,200,No,365883,No
myandrewsjournal.com,Yes,https://www.cherokeescout.com,200,Yes,89065,No
mybiglake.com,Yes,https://www.mybiglake.com/,200,No,59880,No
mybulletinnewspaper.com,Yes,http://mybulletinnewspaper.com/,200,No,1415,No
mycaldwellcounty.com,Yes,http://mycaldwellcounty.com/,200,No,45965,No
mycameronnews.com,Yes,http://mycameronnews.com/,200,No,61505,No
mycarrollcountynews.com,Yes,http://www.mycarrollcountynews.com/,451,No,4659,Yes
mycentraljersey.com,Yes,https://eu.mycentraljersey.com/,200,No,181138,No
mycfnow.com,No,http://mycfnow.com/,,,,
mycitizensnews.com,Yes,https://www.mycitizensnews.com/,200,No,129592,No
mycitypaper.com,Yes,https://mycitypaper.com/,200,No,53193,No
mydailyrecord.com,Yes,https://www.mydailyrecord.com/,451,No,4842,Yes
mydailyregister.com,Yes,https://www.wvnews.com/rivercities/,451,Yes,7444,Yes
mydailysentinel.com,Yes,https://www.wvnews.com/rivercities/,451,Yes,7444,Yes
mydailytribune.com,Yes,https://www.wvnews.com/rivercities/,451,Yes,7444,Yes
mydallaspost.com,Yes,https://www.mydallaspost.com/,200,No,560096,No
myeasternshoremd.com,Yes,https://www.myeasternshoremd.com/,451,No,7006,Yes
myeldorado.net,Yes,https://www.myeldorado.net/,200,No,53779,No
myironcountynews.com,Yes,https://www.waynecojournalbanner.com/,200,Yes,146096,No
myjohnstownbreeze.com,Yes,http://myjohnstownbreeze.com/,200,No,111,No
myjournalcourier.com,Yes,http://myjournalcourier.com/,451,No,4517,Yes
mymalonetelegram.com,Yes,https://www.mymalonetelegram.com/,200,No,327180,No
mymcr.net,Yes,https://www.mymcr.net/,451,No,4551,Yes
mymonticellonews.net,Yes,https://advancemonticellonian.com,200,Yes,129048,No
mynews13.com,Yes,https://www.mynews13.com/fl/orlando,200,No,96010,No
mynwapaper.com,Yes,https://mynwapaper.com/,200,No,77939,No
myplainview.com,Yes,http://myplainview.com/,451,No,4517,Yes
myprogressnews.com,Yes,https://www.myprogressnews.com/,200,No,774813,No
myrecordjournal.com,Yes,https://www.myrecordjournal.com/,200,No,91648,No
myrtlebeachonline.com,No,http://myrtlebeachonline.com/,,,,
mysanantonio.com,Yes,https://www.mysanantonio.com/,200,No,358196,No
mysanfordherald.com,Yes,https://www.mysanfordherald.com/,200,No,76329,No
mysoutex.com,Yes,https://www.mysoutex.com/,451,No,4890,Yes
mysuburbanlife.com,Yes,https://www.shawlocal.com/my-suburban-life/,200,Yes,228727,No
mysullivannews.com,Yes,https://www.mysullivannews.com/,200,No,66644,No
mytrimblenews.com,Yes,https://www.madisoncourier.com/trimble_banner/,451,Yes,4957,Yes
myvalleynews.com,Yes,https://myvalleynews.com/,200,No,467078,No
mywaynenews.com,Yes,https://thewayneherald.com,200,Yes,133928,No
mywebtimes.com,Yes,https://www.shawlocal.com/mywebtimes/,200,Yes,229531,No
mywindsornow.com,Yes,http://mywindsornow.com/,200,No,106,No
mywnynews.com,Yes,https://mywnynews.com/,200,No,127259,No
nadignewspapers.com,Yes,https://nadignewspapers.com/,200,No,91919,No
napavalleyregister.com,Yes,https://napavalleyregister.com/,200,No,541857,No
naplesnews.com,Yes,https://eu.naplesnews.com/,200,No,181764,No
nashobavalleyvoice.com,Yes,https://www.nashobavalleyvoice.com/,200,No,195814,No
nashuatelegraph.com,Yes,https://www.nashuatelegraph.com/,200,No,104861,No
nashvillecitypaper.com,No,http://nashvillecitypaper.com/,,,,
nashvillescene.com,Yes,https://www.nashvillescene.com/,200,No,546981,No
nassaucountyrecord.com,Yes,https://www.nassaucountyrecord.com/,200,No,62813,No
natchezdemocrat.com,Yes,https://www.natchezdemocrat.com/,200,No,128942,No
natchitochestimes.com,Yes,https://www.natchitochestimes.com/,200,No,126296,No
nationalaffairs.com,Yes,https://nationalaffairs.com/,200,No,63867,No
nationalgeographic.com,Yes,https://www.nationalgeographic.com/,200,No,344036,No
nationalinterest.org,Yes,https://nationalinterest.org/,200,No,63525,No
nationaljournal.com,Yes,https://www.nationaljournal.com/,200,No,63805,No
nationalpost.com,Yes,https://nationalpost.com:443/,200,No,798551,No
nationalreview.com,Yes,https://www.nationalreview.com/,200,No,677969,No
navajotimes.com,Yes,http://navajotimes.com/,200,No,179845,No
navarrepress.com,Yes,https://navarrepress.com/,200,No,189717,No
navasotaexaminer.com,Yes,https://www.navasotaexaminer.com/,200,No,122323,No
navigatorjournal.com,Yes,https://www.navigatorjournal.com/,200,No,158937,No
navytimes.com,Yes,https://www.navytimes.com:443/,200,No,561971,No
nbc-2.com,Yes,https://nbc-2.com/,200,No,549054,No
nbc10.com,Yes,https://www.nbcphiladelphia.com/,200,Yes,434339,No
nbc11.com,No,http://nbc11.com/,,,,
nbc11news.com,Yes,https://www.nbc11news.com/,200,No,557554,No
nbc13.com,No,http://nbc13.com/,,,,
nbc15.com,Yes,https://www.nbc15.com/,200,No,581991,No
nbc16.com,Yes,https://nbc16.com/,200,No,275427,No
nbc17.com,No,http://nbc17.com/,,,,
nbc24.com,Yes,https://nbc24.com/,403,No,118,No
nbc25.com,Yes,https://www.dcnewsnow.com/,451,Yes,3046,Yes
nbc25.tv,No,http://nbc25.tv/,,,,
nbc29.com,Yes,https://www.nbc29.com/,200,No,584345,No
nbc30.com,Yes,https://www.nbcconnecticut.com/,200,Yes,429214,No
nbc33.com,No,http://nbc33.com/,,,,
nbc33tv.com,Yes,https://www.brproud.com/,451,Yes,3050,Yes
nbc4.tv,Yes,https://nbc4.tv/,404,No,309,No
nbc40.net,No,http://nbc40.net/,,,,
nbc40.tv,No,http://nbc40.tv/,,,,
nbc4columbus.com,Yes,https://www.nbc4i.com/,451,Yes,36704,Yes
nbc5.com,Yes,https://www.nbcchicago.com/,200,Yes,414298,No
nbc56.com,Yes,https://www.ketk.com/,451,Yes,36693,Yes
nbc5i.com,Yes,https://www.nbcdfw.com/,200,Yes,476935,No
nbc6.com,Yes,https://www.nbcmiami.com/,200,Yes,411203,No
nbc6.net,No,http://nbc6.net/,,,,
nbcactionnews.com,Yes,https://www.kshb.com/,200,Yes,420956,No
nbcnews.com,Yes,https://www.nbcnews.com,200,No,1477799,No
nbcsandiego.com,Yes,https://www.nbcsandiego.com/,200,No,403469,No
ncadvertiser.com,Yes,https://www.ncadvertiser.com/,451,No,4537,Yes
ncnewsonline.com,Yes,https://www.ncnewsonline.com/,451,No,4872,Yes
ncnewspress.com,Yes,https://www.ncnewspress.com/,200,No,130659,No
ncppub.com,Yes,https://www.ncppub.com/,200,No,120481,No
neagle.com,Yes,http://neagle.com/,503,No,691,No
nebraska.tv,Yes,https://nebraska.tv/,403,No,118,No
nelighnews.com,Yes,https://www.antelopecountynews.com/,451,Yes,5066,Yes
nemonews.net,Yes,https://www.nemonews.net/,200,No,65357,No
neoshodailynews.com,Yes,https://neoshodailynews.com/,200,No,86095,No
nephitimesnews.com,Yes,http://nephitimesnews.com/,200,No,3207,No
neshobademocrat.com,Yes,https://neshobademocrat.com/,200,No,109742,No
nevadaappeal.com,Yes,https://www.nevadaappeal.com/,200,No,55689,No
nevadadailymail.com,Yes,http://www.nevadadailymail.com/,200,No,38777,No
nevadaiowajournal.com,Yes,https://eu.nevadaiowajournal.com/,404,No,21,No
newarkadvocate.com,Yes,https://eu.newarkadvocate.com/,200,No,177057,No
newarkpostonline.com,Yes,https://www.newarkpostonline.com/,451,No,7469,Yes
newbernsj.com,Yes,https://eu.newbernsj.com/,200,No,172507,No
newberry-news.com,Yes,http://newberry-news.com/,200,No,18673,No
newberryobserver.com,Yes,https://www.newberryobserver.com/,200,No,479812,No
newburyportnews.com,Yes,https://www.newburyportnews.com/,451,No,4896,Yes
newcanaannewsonline.com,Yes,https://www.ncadvertiser.com/,451,Yes,4537,Yes
newcarlislenews.net,Yes,https://www.newcarlislenews.net/,200,No,19621,No
newcomerstown-news.com,Yes,http://newcomerstown-news.com/,503,No,691,No
newhampshire.com,Yes,https://www.unionleader.com/nh/,200,Yes,383026,No
newhampshirelakesandmountains.com,Yes,https://salmonpress.com/Home/IndexBs?cCode=4dspDZtPTN5r5TUHyT33IpjpLQmckfZj,200,Yes,38607,No
newhavenbanner.com,Yes,http://www.newhavenbanner.com/,200,No,83976,No
newhavenindependent.org,Yes,http://newhavenindependent.org/,403,No,5562,No
newindianexpress.com,Yes,https://www.newindianexpress.com/,200,No,185735,No
newjerseyhills.com,Yes,https://www.newjerseyhills.com/,451,No,6137,Yes
newkirkherald.com,Yes,https://www.newkirkherald.com/,200,No,39288,No
newlenoxpatriot.com,Yes,https://www.newlenoxpatriot.com/,200,No,34166,No
newmilfordspectrum.com,Yes,http://newmilfordspectrum.com/,451,No,4517,Yes
neworleanscitybusiness.com,Yes,https://neworleanscitybusiness.com/,200,No,202083,No
newpittsburghcourieronline.com,Yes,https://newpittsburghcourier.com/,200,Yes,245209,No
newportindependent.com,Yes,http://newportindependent.com/,200,No,2826,No
newportnewstimes.com,Yes,https://www.newportnewstimes.com/,200,No,267670,No
newportplaintalk.com,Yes,https://www.newportplaintalk.com/,451,No,4943,Yes
newportri.com,Yes,https://eu.newportri.com/,200,No,172952,No
newpraguetimes.com,Yes,http://newpraguetimes.com/,200,No,61910,No
newrepublic.com,Yes,https://newrepublic.com/,200,No,213844,No
newrichlandstar.com,Yes,https://www.newrichlandstar.com/jnews/,200,No,52738,No
news-banner.com,Yes,https://news-banner.com/,200,No,242071,No
news-bulletin.com,Yes,https://news-bulletin.com/,200,No,739576,No
news-daily.com,Yes,https://www.news-daily.com/,451,No,5058,Yes
news-examiner.net,Yes,https://www.hjnews.com/montpelier/,451,Yes,7354,Yes
news-expressky.com,Yes,https://www.news-expressky.com/,451,No,5277,Yes
news-gazette.com,Yes,https://www.news-gazette.com/,200,No,606359,No
news-graphic.com,Yes,https://www.news-graphic.com/,451,No,5028,Yes
news-herald.com,Yes,https://www.news-herald.com/,200,No,236072,No
news-herald.net,Yes,https://www.news-herald.net/,451,No,5195,Yes
news-journal.com,Yes,https://www.news-journal.com/,451,No,7122,Yes
news-journal.net,Yes,http://news-journal.net/,200,No,93010,No
news-journalonline.com,Yes,https://eu.news-journalonline.com/,200,No,172807,No
news-leader.com,Yes,https://eu.news-leader.com/,200,No,176960,No
news-press.com,Yes,https://eu.news-press.com/,200,No,178470,No
news-reporter.com,Yes,https://www.news-reporter.com/,200,No,94811,No
news-sentinel.com,Yes,https://www.news-sentinel.com/,200,No,71423,No
news-shield.com,Yes,https://www.news-shield.com/,451,No,4498,Yes
news-star.com,Yes,https://www.news-star.com/,200,No,144076,No
news.berkeley.edu,Yes,https://news.berkeley.edu/,200,No,84885,No
news.com.au,Yes,http://www.news.com.au/,403,No,1176,No
news.google.com,Yes,https://consent.google.com/m?continue=https://news.google.com/&gl=FR&m=0&pc=n&hl=en-US&src=1,200,No,392790,No
news.grabien.com,Yes,https://news.grabien.com/,200,No,57678,No
news.hjnews.com,Yes,https://www.hjnews.com/,451,Yes,8019,Yes
news.pioneergroup.com,No,http://news.pioneergroup.com/,,,,
news.thesunontheweb.com,Yes,https://news.thesunontheweb.com/,200,No,114925,No
news10.net,Yes,https://www.abc10.com/,403,Yes,263,Yes
news12.com,Yes,https://www.news12.com/,200,No,364848,No
news4jax.com,Yes,https://www.news4jax.com/,200,No,688825,No
news4u.me,Yes,https://www.news4u.me/,200,No,91904,No
newsadvance.com,Yes,https://newsadvance.com/,200,No,522824,No
newsaegis.com,Yes,https://www.newsaegis.com/,451,No,4733,Yes
newsandcitizen.com,Yes,https://www.vtcng.com/news_and_citizen/,451,Yes,5478,Yes
newsandsentinel.com,Yes,https://www.newsandsentinel.com/,200,No,88840,No
newsandtribune.com,Yes,https://www.newsandtribune.com/,451,No,4902,Yes
newsargus.com,Yes,https://www.newsargus.com/,451,No,4196,Yes
newsblade.com,Yes,https://www.newsblade.com/,200,No,48802,No
newsbug.info,Yes,https://www.newsbug.info/,451,No,4989,Yes
newsbusters.org,Yes,https://newsbusters.org/,200,No,205991,No
newscenter1.com,No,http://newscenter1.com/,,,,
newschannel34.com,No,http://newschannel34.com/,,,,
newschannel4.com,No,http://newschannel4.com/,,,,
newschannel6.tv,No,http://newschannel6.tv/,,,,
newschannel9.com,Yes,https://newschannel9.com/,200,No,280099,No
newschief.com,Yes,https://eu.newschief.com/,200,No,174081,No
newsday.com,Yes,https://projects.newsday.com/gdpr/,200,No,143475,No
newsdemocrat.com,Yes,https://www.newsdemocrat.com/,200,No,384468,No
newsdemocratleader.com,Yes,https://www.franklinfavorite.com/russellville/,451,Yes,4995,Yes
newsexaminer.com,Yes,https://www.newsexaminer.com/,451,No,4547,Yes
newsherald.com,Yes,https://eu.newsherald.com/,200,No,174398,No
newsitem.com,Yes,https://www.newsitem.com/,451,No,4874,Yes
newsleader.com,Yes,https://eu.newsleader.com/,200,No,176430,No
newsmax.com,No,http://newsmax.com/,,,,
newsminer.com,Yes,https://www.newsminer.com/,200,No,408627,No
newsmirror.net,Yes,https://www.newsmirror.net/,451,No,4980,Yes
newsnet5.com,Yes,https://newsnet5.com/,404,No,0,No
newsobserver.com,No,http://newsobserver.com/,,,,
newsoforange.com,Yes,https://www.newsoforange.com/,451,No,4495,Yes
newsok.com,Yes,https://eu.oklahoman.com/,200,Yes,172374,No
newsone.com,Yes,https://newsone.com/,200,No,239404,No
newspress.com,Yes,https://newspress.com/,200,No,352683,No
newspressnow.com,Yes,https://www.newspressnow.com/,451,No,7560,Yes
newsprogress.com,Yes,http://newsprogress.com/,200,No,80627,No
newsregister.com,Yes,https://newsregister.com/,200,No,104078,No
newsrepublican.com,Yes,https://eu.newsrepublican.com/,404,No,21,No
newsreview.com,Yes,https://www.newsreview.com/,200,No,17445,No
newsroom.ucla.edu,Yes,https://newsroom.ucla.edu/,200,No,54039,No
newssun.com,Yes,http://newssun.com/,200,No,2826,No
newstimes.com,Yes,https://www.newstimes.com/,200,No,337345,No
newstopicnews.com,Yes,https://www.newstopicnews.com/,451,No,4845,Yes
newstrib.com,Yes,https://www.shawlocal.com/news-tribune/,200,Yes,232392,No
newstribune.com,Yes,https://www.newstribune.com/,200,No,52001,No
newstribune.info,Yes,https://www.wvnews.com/mineralnews/,451,Yes,7524,Yes
newsvirginian.com,Yes,https://newsvirginian.com/,451,No,5752,Yes
newswatch50.com,No,http://newswatch50.com/,,,,
newswatchman.com,Yes,https://www.newswatchman.com/,451,No,7203,Yes
newsweek.com,Yes,https://www.newsweek.com/,200,No,294009,No
newswire.ca,No,http://newswire.ca/,,,,
newswire.com,Yes,https://www.newswire.com/,200,No,166267,No
newswise.com,Yes,https://www.newswise.com/,200,No,69137,No
newsy.com,Yes,https://scrippsnews.com/,200,Yes,73745,No
newtimesslo.com,Yes,https://www.newtimesslo.com/,200,No,141187,No
newtoncitizen.com,Yes,https://www.rockdalenewtoncitizen.com/,451,No,5264,Yes
newtoncountyappeal.com,Yes,https://www.newtoncountyappeal.com/,200,No,265731,No
newtoncountytimes.com,Yes,http://newtoncountytimes.com/,200,No,76819,No
newtondailynews.com,Yes,https://www.newtondailynews.com/,200,No,155209,No
newtownbee.com,Yes,https://www.newtownbee.com/,200,No,321921,No
newyorkbeacon.net,Yes,https://www.newyorkbeacon.net/,200,No,224221,No
newyorker.com,Yes,https://www.newyorker.com/,200,No,1252127,No
nganews.com,Yes,http://nganews.com/,200,No,5854,No
nhbr.com,Yes,https://www.nhbr.com/,200,No,185781,No
nhgazette.com,Yes,https://www.nhgazette.com/,200,No,94456,No
nhk.or.jp,No,http://nhk.or.jp/,,,,
nhonews.com,Yes,https://www.nhonews.com/,200,No,87913,No
nhregister.com,Yes,https://www.nhregister.com/,200,No,332933,No
nhtrib.com,Yes,http://nhtrib.com/,200,No,127760,No
niagara-gazette.com,Yes,https://www.niagara-gazette.com/,451,No,4777,Yes
niagarafallsreporter.com,Yes,https://niagarafallsreporter.com/,200,No,126027,No
nichibei.org,Yes,https://www.nichibei.org/,200,No,114239,No
niemanlab.org,Yes,https://www.niemanlab.org/,200,No,97296,No
nikkeiwest.com,Yes,https://nikkeiwest.com/,503,No,18028,No
niobraratribune.com,Yes,https://www.niobraratribune.com/,200,No,447513,No
nj.com,Yes,https://www.nj.com/,200,No,418837,No
nj.com,Yes,https://www.nj.com/,200,No,418837,No
njbiz.com,Yes,https://njbiz.com/,200,No,198027,No
njeffersonnews.com,Yes,https://www.cullmantimes.com/northjeffersonnews/,451,Yes,4908,Yes
njherald.com,Yes,https://eu.njherald.com/,200,No,172642,No
njtoday.net,Yes,https://njtoday.news/,200,Yes,72311,No
nkctribune.com,Yes,https://nkctribune.com/,200,No,666628,No
nmspress.com,Yes,http://nmspress.com/,200,No,17494,No
nmtribune.com,Yes,http://nmtribune.com/,200,No,272,No
nnbw.com,Yes,https://www.nnbw.com/,200,No,43260,No
nny360.com,Yes,https://www.nny360.com/,200,No,541175,No
noblescountyreview.net,Yes,http://www.noblescountyreview.net/,500,No,76663,No
nodawaynews.com,Yes,https://nodawaynews.com/,200,No,126497,No
nogalesinternational.com,Yes,https://www.nogalesinternational.com/,451,No,8158,Yes
nola.com,Yes,https://www.nola.com/,200,No,567450,No
nomenugget.net,Yes,http://nomenugget.net/,200,No,62316,No
nonpareilonline.com,Yes,https://nonpareilonline.com/,200,No,491645,No
noozhawk.com,Yes,https://www.noozhawk.com/,200,No,410725,No
norfolkdailynews.com,Yes,https://norfolkdailynews.com/,200,No,591600,No
normalite.com,Yes,http://normalite.com/,200,No,31542,No
normantranscript.com,Yes,https://www.normantranscript.com/,451,No,4876,Yes
northbaybusinessjournal.com,Yes,https://www.northbaybusinessjournal.com/,200,No,759474,No
northbendeagle.com,Yes,http://northbendeagle.com/,200,No,14838,No
northbrooktower.com,Yes,https://www.reliable-webhosting.com/?pk_campaign=linode,200,Yes,14949,No
northcoastcitizen.com,Yes,https://www.northcoastcitizen.com/,451,No,4979,Yes
northcoastjournal.com,Yes,https://www.northcoastjournal.com/,200,No,207224,No
northcountrynow.com,Yes,https://www.northcountrynow.com/,200,No,152825,No
northcountymessenger.com,Yes,http://northcountymessenger.com/,403,No,2612,No
northeastnews.net,Yes,https://northeastnews.net/pages/,200,No,119382,No
northendregionalreview.com,Yes,http://northendregionalreview.com/,200,No,56950,No
northernexpress.com,Yes,https://www.northernexpress.com/,200,No,44442,No
northernsunprint.com,Yes,https://www.sun-courier.com/,200,Yes,47669,No
northfortynews.com,Yes,https://northfortynews.com/,200,No,129713,No
northfulton.com,Yes,https://www.appenmedia.com/,451,Yes,7582,Yes
northglenn-thorntonsentinel.com,Yes,https://northglenn-thorntonsentinel.com/,200,No,118680,No
northhawaiinews.com,Yes,https://www.northhawaiinews.com/,200,No,54370,No
northiowatimes.com,Yes,https://www.hugedomains.com/domain_profile.cfm?d=northiowatimes.com,200,No,42645,No
northjersey.com,Yes,https://eu.northjersey.com/,200,No,181358,No
northkitsapherald.com,Yes,https://www.kitsapdailynews.com/,200,Yes,184575,No
northlandupn.com,No,http://northlandupn.com/,,,,
northlandwb.com,No,http://northlandwb.com/,,,,
northlibertyleader.com,Yes,https://www.eastcentraliowanews.com/north-liberty/,451,Yes,4910,Yes
northplattebulletin.com,Yes,https://northplattebulletin.com/,200,No,107009,No
northscottpress.com,Yes,https://www.northscottpress.com/,200,No,121921,No
northshorenews.com,Yes,https://www.northshorenews.com/,200,No,68973,No
northsidesun.com,Yes,https://www.northsidesun.com/,200,No,283255,No
northstate.news,Yes,http://northstate.news/,200,No,14030,No
northwestgeorgianews.com,Yes,https://www.northwestgeorgianews.com/,451,No,5954,Yes
northwestsignal.net,Yes,https://www.northwestsignal.net/,451,No,4901,Yes
norwalkreflector.com,Yes,https://norwalkreflector.com/,200,No,57989,No
norwichbulletin.com,Yes,https://eu.norwichbulletin.com/,200,No,171746,No
norwoodnews.org,Yes,https://www.norwoodnews.org/,200,No,89985,No
noticiastelemundo.com,Yes,https://www.telemundo.com/noticias/,200,Yes,2105160,No
nowthisnews.com,Yes,https://nowthisnews.com/,200,No,1112191,No
npr.org,Yes,https://www.npr.org/,200,No,220239,No
nptelegraph.com,Yes,https://nptelegraph.com/,200,No,516542,No
nrcolumbus.com,Yes,https://www.nrcolumbus.com/,451,No,4806,Yes
nrtoday.com,Yes,https://www.nrtoday.com/,200,No,433609,No
nsjonline.com,Yes,https://nsjonline.com/,200,No,173012,No
ntxe-news.com,Yes,http://ntxe-news.com/,200,No,27276,No
nuevosiglo.com,Yes,https://nuevosiglo.com/,200,No,73001,No
nuggetnews.com,No,http://nuggetnews.com/,,,,
nujournal.com,Yes,https://www.nujournal.com/,200,No,82363,No
nutfieldnews.net,Yes,https://nutfieldnews.net/,200,No,145440,No
nuvo.net,Yes,https://www.nuvo.net/,200,No,249430,No
nvdaily.com,Yes,https://www.nvdaily.com/,451,No,4844,Yes
nwaonline.com,Yes,https://www.nwaonline.com/,200,No,65363,No
nwasianweekly.com,Yes,http://nwasianweekly.com/,200,No,93951,No
nwestiowa.com,Yes,https://www.nwestiowa.com/,451,No,7644,Yes
nwfdailynews.com,Yes,https://eu.nwfdailynews.com/,200,No,174578,No
nwherald.com,Yes,https://www.shawlocal.com/northwest-herald/,200,Yes,236393,No
nwherald.qwestoffice.net,No,http://nwherald.qwestoffice.net/,,,,
nwitimes.com,Yes,https://www.nwitimes.com/,200,No,570501,No
nwkansas.com,Yes,http://nwkansas.com/,200,No,7241,No
nwnews.com,Yes,https://nwnews.com,200,No,44124,No
nwobserver.com,No,http://nwobserver.com/,,,,
nwtntoday.com,Yes,https://www.nwtntoday.com/,200,No,103216,No
nydailynews.com,Yes,https://www.tribpub.com/gdpr/nydailynews.com/,200,No,33756,Yes
nymag.com,Yes,https://nymag.com/,200,No,1376208,No
nypost.com,Yes,https://nypost.com/,200,No,1040007,No
nyse.com,Yes,https://www.nyse.com/index,200,No,138854,No
nysun.com,Yes,https://www.nysun.com/,200,No,171532,No
nytco.com,Yes,https://www.nytco.com/,200,No,46802,No
nytimes.com,Yes,https://www.nytimes.com/,200,No,2309456,No
oakdaleleader.com,Yes,https://www.oakdaleleader.com:443/,200,No,126650,No
oakhillgazette.com,Yes,https://oakhillgazette.com/,200,No,50689,No
oakpark.com,Yes,https://www.oakpark.com/,200,No,297914,No
oakridger.com,Yes,https://eu.oakridger.com/,200,No,169930,No
oann.com,Yes,https://www.oann.com/,200,No,127232,No
oanow.com,Yes,https://oanow.com/,200,No,461005,No
oaoa.com,Yes,https://www.oaoa.com/,200,No,320841,No
obsentinel.com,Yes,https://mesinslot.com/amp,403,Yes,5165,No
observer-me.com,Yes,http://observer-me.com/,403,No,986,No
observer-reporter.com,Yes,https://observer-reporter.com/,451,No,7268,Yes
observer-review.com,Yes,https://www.observer-review.com/,200,No,106654,No
observer.com,Yes,https://observer.com/,200,No,295239,No
observernewsonline.com,Yes,https://www.observernewsonline.com/,451,No,4599,Yes
observertoday.com,Yes,https://www.observertoday.com/,200,No,83893,No
ocala.com,Yes,https://eu.ocala.com/,200,No,174411,No
ocbj.com,Yes,https://www.ocbj.com/,403,No,564,No
oceancitytoday.net,Yes,https://www.oceancitytoday.com/,451,Yes,5159,Yes
och-c.com,Yes,https://och-c.com/,200,No,350788,No
oconeeenterprise.com,Yes,http://www.oconeeenterprise.com/,451,No,4784,Yes
ocregister.com,Yes,https://www.ocregister.com/,200,No,271705,No
ocsentinel.com,Yes,http://ocnjsentinel.com,200,Yes,87591,No
octimesnews.com,Yes,https://www.octimesnews.com/,200,No,142226,No
ocweekly.com,Yes,https://www.ocweekly.com/,200,No,166938,No
ogd.com,Yes,https://ogd.com/,200,No,429083,No
ogdenreporter.com,Yes,http://ogdenreporter.com/,200,No,154022,No
oglecountylife.com,Yes,https://oglecountylife.com/,200,No,58132,No
oglecountynews.com,Yes,https://www.shawlocal.com/ogle-county-news/,200,Yes,255143,No
ohio.com,Yes,https://eu.beaconjournal.com/,200,Yes,172502,No
ojaivalleynews.com,Yes,https://www.ojaivalleynews.com/,200,No,431642,No
ojornal.com,Yes,https://eu.heraldnews.com/,200,Yes,121332,No
okawvilletimes.com,Yes,https://www.okawvilletimes.com/,200,No,88256,No
okezone.com,Yes,https://www.okezone.com:443/,200,No,85890,No
oklahomaconstitution.com,Yes,http://oklahomaconstitution.com/,200,No,41055,No
oldhamera.com,Yes,https://www.pmg-ky1.com/oldham_era/,451,Yes,4781,Yes
oleantimesherald.com,Yes,https://www.oleantimesherald.com/,451,No,4998,Yes
olneydailymail.com,Yes,https://www.hometownregister.com/,451,Yes,4259,Yes
olneyenterprise.com,Yes,https://www.olneyenterprise.com/,200,No,70355,No
omaha.com,Yes,https://omaha.com/,200,No,545324,No
omahadailyrecord.com,Yes,https://omahadailyrecord.com/,200,No,86836,No
omakchronicle.com,Yes,https://www.omakchronicle.com/,200,No,285875,No
oneidadispatch.com,Yes,https://www.oneidadispatch.com/,200,No,200238,No
onlineathens.com,Yes,https://eu.onlineathens.com/,200,No,173011,No
onlinechester.com,Yes,https://www.pmg-sc.com/the_news_and_reporter/,451,Yes,4821,Yes
onlinemadison.com,Yes,https://onlinemadison.com/,200,No,78734,No
ontonagonherald.com,Yes,https://ontonagonherald.com/,200,No,233887,No
onwardstate.com,Yes,https://onwardstate.com/,200,No,121172,No
opendemocracy.net,Yes,https://www.opendemocracy.net/en/,200,No,184840,No
opinion-tribune.com,Yes,https://opinion-tribune.com/,200,No,74416,No
oppnewsonline.com,Yes,https://www.oppnewsonline.com/,200,No,51550,No
